reviewText,Sentiment
i have been a fan of the nation for many years and am thrilled to be able to have a digital subscription!,Positive
not for the casual reader.  very opinionated content  spend a few hours getting a new perspective  expensive subscription but entertainng,Negative
"i like the nation magazine, but i zoomed as much as i could and the type was so tiny it was not readable for me. i have great difficulty reading small type, it makes my eyes ache and gives me headaches. for me, this was not a viable option for reading on kindle. i was glad i purchased just one  issue, rather than subscribing as i intended to do. others might not have this difficulty, but for me, it just didn't work.",Positive
i would prefer to have images and ads.  but for the price difference it is a no brainer.  going to cancel print subscription.  save trees.  give the nation difference as a donation.,Neutral
tall chief where do i begin what a wonderful book morgan tallchief is an ex army  he's had a haired time he lives in colorado way out where no one can find him.enter his high school love who finds him along with her daughter. loved all the character well developed great story line.so get to reading it now!!,Positive
this book has become number two. just below the bible. on my list of favorites. i did not want it to end.there is not a reason for me to repeat any of what the other reviews have written so i will just advise you to read this romantic book.,Negative
as always sharon sala comes away with another amazing story! thanks for another great read. they keep getting better and better!,Positive
"strong, loyal, brave...that describes morgan tallchief...it also describes kathleen, the girl he believed was killed in an explosion 16 years ago - what a shock when she shows up at his house with her 15 year old daughter who looks just like him, but has her eyes - believable characters, well developed story ...no more secrets between these two",Positive
"whether writing as dinah mccall or sharon sala, this author never fails to deliver a well crafted story.  i enjoy stories about realistic people and this is a fast paced, intense love story and drama.",Positive
"4.5/5.0oh, i hate it when you have to round it up or down and neither way fits!!the romance, angst and relationships in this story are incredible!! heart-wrenching, tear-jerking, sigh-worthy  wonderfulness.  the suspense was just a little tiny, itty-bit flat.",Negative
"it was the same content as the paper version but i prefer the paper copy. the kindle is great for a novel or long narrative material but not for a magazine filled with short articles, quips, jokes, etc.  in the paper copy it is much easier to leaf thorough and read what you are in the mood for at the moment.",Positive
"i subscribed to the reader's digest for my kindle 2.  i didn't turn on my wireless between the 1st and 5th of the month, therefore, i didn't receive my first issue.  i canceled my subscription noting the reason being i didn't receive my first issue due to the fact that i didn't know i had to have my wireless on during the first 5 days of the month.  my fault for not reading more of the info about subscriptions.  anyway, a couple of days later i received a refund of $1.49 on my credit card without even requesting it!  i re-subscribed to reader's digest and set my cell phone calendar alarm to remind me to turn my wireless on for my kindle on the first day of the month so i'll get my copy from now on. i got my copy this month. hope this gives enough information to those who want to subscribe but aren't sure what to do after subscribing. happy reading!",Positive
i enjoyed the reader's digest very much. if i could figure out how to get it on my kinkle i would,Positive
"this magazine has been around for years and now you can read it on your cool, new, chic kindle.very nice ! no pesky ads !!way to go amazon and reader's digest !thank you !highly recommended !",Positive
this wasn' the best reader digest that i have read so far there are some that i do like and some i don't.,Positive
"can't say i've subscribed yet, but i have picked up an occasional issue of reader's digest on the kindle.  it's a good mix of light feature pieces (an entertaining profile of actor pierce brosnan was a good read) and long, detailed investigative articles (good one on the airline industry in the same issue).  you also get actual captioned cartoons (a rarity on the kindle!) and other fun elements.you also get another bonus.  if there's one criticism i have of kindle blogs and magazines, it's visual sameness.  the new york times looks like newsweek which looks like the philadelphia inquirer, etc.  but reader's digest on the kindle looks like, well... reader's digest.  you get the sharp, catchy graphics of the print edition (with the headline and sub-headlines of a story often embedded within the main photo just like in the regular magazine), and other pieces of visual flair- like the cartoons mentioned earlier- carried over from the magazine, too.  i guess it's a small point (as content is really the most important thing), but it's nice seeing a kindle magazine that looks truly different from other kindle magazines.  with luck this will be the beginning of a trend.but, yeah, give an issue a shot.  even if you usually read weightier fare on your kindle, you may just find the content and visual flair of reader's digest on the kindle to be an occasional refreshing change.note: amazon frequently updates the presentation and functionality of kindle blogs and periodicals, so as this review gets older, it may no longer accurately describe the current version of this product.",Positive
"i've always like the reader's digest for a good blend of writing from humor to drama, having subscribed to the print version a number of times off and on over the years.  the actual content quality has always remained consistently high for this publication.it does seem the print version has become overloaded with ads, but that was less of a problem than the annoying cardboard insert/tear-out ads that make the thing physically difficult to read.the kindle version is a very much improved experience over the print version, with the same high quality writing, of course.  a bonus is that the linked navigation makes it really easy to find an article for the mood i'm in at a given moment.",Positive
"i'm well old enough to remember when the reader's digest did not have advertising (it began accepting ads in the 1970s). i quit buying reader's digest because it seemed to contain nothing but advertising, and was difficult to find articles. the kindle edition of reader's digest solves that problem nicely. no ads. just the articles and regular features.",Negative
"i've read readers digest for years and love it. thought getting it on my kindle would be great.not so much! compare the kindle version as plain white rice to a full course meal. wasn't hardly anything i liked about it. i think the table of contents should be laid out differently. didn't like it at all. listed the main component and you had to click and click to find what you want to read. would have been much better to show the main catagory then physically print the subtitles underneath it as links. that way you could actually quickly ""see"" the article you'd like to read.  i thought the content was poor at best. seemed like there wasn't much to the ""magazine"". short articles and not very interestng articles. loss of the picture content and short anedotes between the stories left me feeling very disappointed. i think readers digest needs to do much better. especially since there are a lot of magazines going out of business due to the evolution of the internet and applications such as ereaders. the only think i did like about the e-version  was the absence of those pesky ads. i'm glad i only bought the single current issue. come on rd....you can do much better!",Positive
i am a new kindle user and downloaded my first issue of reader's digest and was simply delighted with it!  i read it from cover to cover over a few days time which i have never done in the hard copy of the magazine.  i love that there are no ads and found it easy to navigate between the articles and features.  thanks kindle and reader's digest!its a few months later and i am updating that i still love this magazine in kindle format. i have seen a few people complain about not getting their back issues but i have no trouble at all with it. i had been off for a few weeks and when i returned i went to my manage my kindle on amazon and there was a down arrow where i could select which issue i wanted to download so i selected both i had not read and voila! both are on my kindle now for me to read.  no problems at all.  enjoy the magazine!,Positive
"i enjoy the wall street journal, but being a daily publication, i wanted more up-to-date news breaks.  the ny times blog solves the issue.it pumps news stories to the kindle every 3-4 hours, and the stories appear to be comprehensive, well-written, each about 1000 words long, and there are approximately 8-12 headlines active at a time.  so, it is not the ny times newspaper itself regarding content amount, but getting thousands of words of up to date info effortlessly every few hours, 24/7, is well worth the $1.99 monthly. the stories are more timely than even the ny times subscription newspaper.i have used the experimental web feature of the kindle to secure news stories, and while that works also, it is more cumbersome, slower, takes more clicks of the wheel, and it not a neat and tidy as having active headlines 24/7 ""pushed"" to the device.i did the trial subscription to reuters headlines and found it far inferior to the ny times headlines for content, photos, navigability, and writing quality.  try both the times and the reuters and the difference will stun you.the ny times blog even has photos for almost every article that are good quality, and is easy to navigate and read.  highly recommended.",Positive
"thethe new york timesis considered one of the ntion's finest papers, although some have stated that its leftist bias negates any value in the paper. however, a bigger problem with the paper is its size and cost.in my youth, i used to read about half of the week day edition in about four or five hours. (i don't want to estimate how long it would take to read the sunday edition.) now that i'm older and have family, a career, and a life, there is no way i could devote that much of my life to reading a paper.in addition, the cost of buying the times is high, even on a kindle.so the times has taken an interesting approach to the kindle. in addition to making the full paper available, it has also made sub-sections of the paper available through kindle blogs, at a much cheaper price. this blog is the best selling nyt blog, but you may be more interested in one of the other nyt blogs, which are listed on an amazon listomania list.  (i'd include the address here, but amazon blocked it so go to my profile for the list.)the latest news blog is a blog which is updated several times a day with the latest articles from the times. most of the aticles are hard news. however, occassional sports and lifestyle articles also appear, as well a very ocassional analysis article. other than the analysis article, there was very little opportunity for any leftist bias in the articles.unlike most current newspapers, the articles in the times tend to be longer, with more background and context.there are two downsides to this blog. first, the new york times is a new york paper. some of the news articles will be new york news. not many, but a few of them. if you live in florida as i do, you may wish to skip those articles.second is the transient nsture of all kindle blogs. if you see an article you want to read later, turn off your wireless until you've read the article. otherwise you may loose the article with the next update.i have also occassionally lost sync with amazon's servers. if your subscription doesn't update, just restart your kindle. it will take a minute or so, but it gives your subscription a kick in the pants and starts updating again.i've been looking for a current news blog. now i've found it.",Positive
"a great addition to the kindle; i can't imagine anyone cancelling ""new york times latest news"" after giving it a try.  stories are varied, in depth, well written, and update several times a day, allowing subscribers to track the latest developments in the big news stories during any given period.  the presentation of the articles on the kindle is clean, organized, and pleasing to the eye; and most articles contain a photograph, which look just fine on the kindle, too.  new articles arrive, old ones drop off, no muss, no fuss.  if i'm constantly using this blog now (and i am), i can't imagine how helpful this subscription will be this summer during trips to the shore and mountains when i'll be away from televisions and computers.  with all the benefits and the economical price, ""new york times latest news"" was an easy buying decision for me, and you'll likely find it to be so, too.note: amazon frequently updates the presentation and functionality of kindle blogs and periodicals, so as this review gets older, it may no longer accurately describe the current version of this product.",Positive
"i have subscribed to the ""the new york times - latest news"" blog since shortly after i purchased the kindle version 1. other blogs have come and gone on my kindle, but the nyt-ln has been a constant.indeed, combined with the ap us news blog, i am finding little justification to keep my daily print newspaper, the fort worth star-telegram. every morning when i open the star-telegram i find that i have already read virtually every news story in the ""a"" section (national and international news) the previous day and evening (since the star-telegram, like so many other newspaper, print ap and nyt articles). if not for the local news, comics and the classified ads (and a desire to see local newspapers continue to exist) i would cancel the print paper.for a brief time i also subscribed (via kindle) to the actual new york times. i quickly cancelled it when i found, again, that i have read most of the main stories.i recommend subscribing to both the ap us news and the new york times - latest news blogs. between the two of them you will have excellent domestic and international news coverage, all for under four bucks a month.",Positive
"the new york times-latest news is a great buy. it gets updated during the day and you can virtually have a morning and an evening edition of the news. it is,obviously,an abbreviated version of the newspaper and does not include any of the other sections of the newspaper (like science times,arts and leisure etc;). it does however have detailed analysis and reporting of the day's main headlines. the table of contents runs 5-6 pages and each news article runs 3-4 pages on the kindle making it a quick but satisfying read.if you don't have the time or inclination to read an entire newspaper then the new york times-latest news is for you-- and at a sweet price of $1.99 a month it is one of those deals where you get more than what you pay for !",Positive
since nyt began a paid service to view articles online i can now rarely clip an article to view later or save. a message appears that the article is no longer available.guess nyt and amazon wants me to pay $20/month for a full subscription. i'm cancelling this blog.,Positive
"book 1 ""heroes of silver springs"". followed bytwin games.plot:veronica has returned to silver springs to begin living her life her way. and what she wants is a taste of dean. only dean isn't the bad boy she remembers, and when she finally realises what he's looking for, it's too late to back off from the hea. this one's a keeper.comments:- contemporary firefighter smalltown erotic romance.- 2807 kindle locations, 41,000 words- m/f - explicit, varied. includes near-exhibition (in not-quite-private locations). some pain with the pleasure (heading towards too forceful for the situation).- veronica is a widow; her husband was a cop who died in the line of duty. she's also always been the rich girl and off-limits to someone like dean. now she's looking to sow those oats she had to keep hidden. dean, however, wants a girl he can make a forever with.- my e-version had a number of proofreading issues. enough to detract from the story, and wish the author had given just a little more attention to details.opinion:one aggressive woman, one wary male - she wants a f**buddy, he wants a hea. it's an interesting, different read, but in the end there just really isn't anything *special* about it. it's a nice enough read, and an interesting start to a series, but nothing overly remarkable. on the plus side, dean being a firefighter is integral to the story. unlike many books of the genre who claim ""real heroes"" as their leading man, the firefighting aspects actually *matter* and dean really is a hero. that's nice. but it isn't one i'd put at the top of my recommendation list. it's just okay.3.5 stars rounded down. it just doesn't have the ""wow"" factor.-cr-",Positive
"this was the first book i read by tonya ramagos. i really loved the heat between the characters, the sex was good and the characters were interesting.i'm a little something of a badge bunny so i just loved seeing the fireman as the hero. great book and an even better start to the series.",Positive
"dean wolcott has never gotten over the ""one that got away"".  since he was a young hell raiser he has been fascinated with veronica abbott, but always knew he would never have her.  he was considered beneath her wealthy status, and not in her class.  as he grew up, anyone he dated was contrasted against his dream, but everyone paled in comparison to her.  now that dean is all grown up leaving his bad boy image behind, he finds out she is moving back to town.veronica is moving back to her childhood hometown to break the hold her family has had over her life to start again.  she also wants to be in a locale where no one knew her husband that died in the line of duty.  her goals were to open her new business, and to find someone to have a no strings hot affair with.  when she saw the fire department captain was none other than childhood crush dean, she set out to seduce him.this was a moderately entertaining read, but i found the character veronica to be very shallow and irritating.  i understand the need to be your own person, but she wanted different things out of life than dean did.  she wanted instant gratification and had no interest in long term.  any time dean tried to have a serious discussion; she would distract him with sex.  the only thing important was what she wanted.",Positive
this is the first book in the heroes of silver springs. i totally loved this book. i couldn't put it down once i started it. i loved how these two people came back together after years of being apart. i must admit it made me think of the guy i was crushing on when i was in high school wondering what he thought of me. lol. i loved how veronica has become her own woman and has decided to do what she wants and feels like doing instead of what others expect of her and want her to do. i loved how she was able to knock dean off balance from the beginning. i really enjoyed watching these two people learn about each other and fall in love. i think that this is going to be a great series to read because i know that if the rest of the series is as good as this one then we are in for a treat!,Positive
"fire captain, dean wolcott, has been dreaming about her since he was a young adult.  blonde hair, a figure to die for; she haunts his dreams and invades his waking moments.  he yearns to make her the love of his life and the mother of his children.  when he finds out she is moving back to town, his heart jumps for joy, all the while knowing that she probably won't even look at a man like him.veronica abbott has to get out from under her parents control, even though she has been married and widowed.  moving back to her hometown, she decides to open a romance shop.  taking a basket to the local fire department as a thank you for saving her childhood home from burning down, veronica walks into the locker room and comes face to face with dean wolcott; the object of her secret teenage crush.  veronica then proceeds to show him just how much she has missed him and is attracted to him.dean wants veronica with every ounce of his being.  he doesn't want to be her part time lover, he wants to be the love of her life forever.  he promises to give her time but is unsure if a girl like her will ever love him.caught off guard was a naughty look at two people whose childhood crushes were still alive and strong years later.  i fell in love with dean completely and absolutely because his intentions were so loving and so honorable.  i found myself wincing with veronica's mannerisms and blatant sexuality, but after realizing how she wanted to finally be free from being controlled, i could see where she was coming from.  caught off guard by tonya ramagos was a delightful read. i liked the plot and love when true love prevails!taliareviewed for joyfully reviewed",Positive
this is first story in the series robert st.clare is given a gift of a slave girl for the two weeks he will be visiting there.when she is brought to him the first night he finds she is an english girl and he knows her father. they have sex and more sex every night while they are being watched through peep holes. he wants to take her home with him but it is hard to talk and make plans with everyone listening. they do get to leave together you are not sure at first if it will happen. they have a brief seperation but the hea does happen. each story will be the man telling how he met his wife.a very enjoyable series. if you are some one who likes a like of sex in your stories you will certainly find it here.,Positive
"inside one of london's most exclusive clubs several gentlemen gather once a month to visit with one another.  as a diversion, jonas maxim suggests they each reveal their most daring sexual exploits.  after all, they are men and sex is one of their favorite subjects.  the earl of grayson requests the opportunity to be the first to share his tale...robert st. claire, earl of grayson is stunned with the sultan's gift of a beautiful slave to see to his carnal needs during his visit.  he's not exactly comfortable with this unorthadox practice.  to further complicate matters, robert learns that the woman meant for his pleasure is no ordinary slave girl.  she's english and the daughter of a friend.  if he has any chance of freeing her, he'll have to avail himself of her many charms and pray that the sultan will allow him to take her with him when the time comes for him to leave.lady celia davenport had been the belle of london society.  then she was abducted, sold into slavery, and expected to pleasure a guest of the sultan's is most overwhelming to her gentle breeding.  when she discovers that the man she is to service is english and knows her father, she is great relief.  she now has a smidgen of hope of being able to return home but only if she is submissive to robert's desires and pleases him. otherwise she may be lost to the harem for the rest of her life.each night celia is brought to robert's room where they share a bed and indulge their growing passion for each other.  neither of them is able to speak freely because they are watched through carefully constructed peep holes in the wall - in this manner the sultan can be assured that indeed his guest is pleased with his generosity.  if she doesn't please him, she will immediately be punished and replaced.fortunately robert is a very skilled lover and goes out of his way to ensure that celia enjoys each of their sessions just as much as he does.  after their first night together, the sultan gifts celia with four perfect pearls - one for each time the esteemed guest found satisfaction inside her body.  over the two weeks that robert is a guest, his feelings for celia grow while he worries about the future. will he be able to successfully rescue her from a lifetime of slavery in the harem?  if so, how is he going to explain all this to her father?emma wildes' brothers of the absinthe club series is off to a brilliant start with this gem of a tale.  arabian pearl satisfies that wicked fantasy that many women have of being kidnaped and thrust into the life of a harem girl while still retaining a sense of independence and a hope for freedom.  i love how celia changes throughout the storyline - she goes from a shy virgin to a self confident young woman who rejoices in her own sexuality.  robert's blatant adoration of celia really endears him to me.arabian pearl captured my interest from the very first page and held me enthralled right to the end.  i couldn't wait to delve into the rest of the groups stories!chrissy dionne (courtesy of romance junkies)",Positive
"i am upset i read this series out of order for book 1 is the best novella in this series! the sex scenes were hot!! i adored robert and celia was a great match for him! i think though that this novella could have been a full length novel for the plot was unique. nevertheless it was a satisfying read, even if there wasnt much mystery this is one adventure i truly enjoyed!",Positive
"i loveddddddddd it. amazing, something new for me to read. i was so into this book and i am starting to read this author more, love her writing style and would recommend. by the way loved the ending when they reunited in her father's office *sighing*",Positive
"the arabian fantasy, slavegirl trained to seduce and submit herself. not to my taste, too much sex and not very erotic. kind of mechanical.........",Positive
there are not really enough superlatives ... or the time to describe this wonderful series!the very height of english fiction!such power and plot excellence ... still fresh to this day!i have read every available tale 10 times ... and will read them over and over again in the future!,Positive
"adventure, thrills, action, great detection.  who can do better than sherlock holmes?  i love this collection so much that i have read them 3 times so far!!!",Positive
"this authorized 2-volume set (joined into one fabulous ebook) from random house/bantam contains all the sherlock holmes novels and all the collections of sherlock holmes short stories, including all the stories in ""the case book of sherlock holmes"" frequently omitted from some other so-called ""complete"" sets; this set truly is 100% complete. everything sir arthur conan doyle ever wrote about sherlock holmes is here: all 4 novels and all 56 short stories. the informative introduction by loren d. estleman is an added bonus (though it appears twice in this ebook version, once at the start of each of the 2 volumes as originally published in paperback by bantam). this ebook edition is very well-formatted, comfortable to read, has an active toc (in which the short stories are presented in proper order), and even accurately depicts the graphic representations in ""the dancing men,"" unlike many other versions which substitute the word ""graphics"" for the drawings. this is undoubtedly the very best sherlock holmes collection currently available in the kindle store. (the non-holmes set of 10 ""tales of mystery and terror"" is sometimes added to incomplete holmes sets to boost their story total. there is no need for this complete sherlock holmes set to do so, but if you want it, ""tales of mystery and terror"" is easily obtained separately as a public domain freebie in the kindle store.) so if you love reading these beloved classic sherlock holmes mysteries, this is the ebook edition to purchase--and paying only $2.99 for bantam quality (rather than going with some incomplete, unauthorized, no-name, ebook bundler) is a very good deal.addendum: since the above was written maplewood books has come out with a now updated and truly complete edition of its own at 1/3 the price of this bantam version. ""sherlock holmes: the ultimate collection"" costs only $.99 and is one you may wish to compare to this.",Positive
"volume 1 of the sherlock holmes series is absolutely great for introducing the great detective sherlock homes and his companion, dr. watson, who has accompanied holmes in many of his adventures. volume 2 includes all different types of mysteries, like murder, crime, blackmail, and other bloodthirsty mysteries. it's thrilling to read, and i recommend it to anyone who loves mysteries. these books will definitely make you want to buy them all. well worth the time.",Positive
the classics never go out of style. sherlock and watson are not exceptions. these stories are as fresh today as they were when i read them as a child.,Positive
"ok, i know it's free and shouldn't complain... but sometimes i just can't help myself. does that make me a bad person? no, just an honest one.  at first it was ok....not bad, but then i signed up for some real blogs and discovered that yes...bad, and getting worse! it's a waste of my time to read about a cooking utensil for something i will never cook or a designer's clothes i will never be able to afford.  there are occasionally some info on books, but i can certainly find that on my own.  seriously, kitchen utensils, what the celebrities wore at a concert and korean cooking(which is quite frequently blogged about) are not things that i will miss after canceling my &#34;subscription&#34;.  but hey, that's just me!dawnbee &#60;3(you get what you pay for)",Positive
"i've enjoyed this blog a lot on my kindle. it has a really nice mix of stuff - how better to say, it's kind of interesting musings about all kinds of things, not just books or technology.the postings are very well written, as we'd expect from amazon. the entries are about the right length. and they are enjoyable to read. i am addicted to engadget, so i pretty much see tech events as they happen in almost real time. amazon's reporting on those events is only about 24 hours behind, or just barely behind.there's a couple of strange things that just don't work so well. the formatting is odd at best. there's a lot of hyperlinks in the blog. unfortunately on a kindle they get underlined with a little character behing them and some spaces - so it's super strange to read with these annoying little characters. of course you can open up the hyperlink by clicking, but it's kind of a pain.images don't always work the best. they are ok, but sometimes there's more pictures that are important.then there's video posted occaisonally, well that sure doens't work at all.now the biggest complaint. if you happen to not read this blog for about 2 days, the old postings disappear. and there's no way to go reload them. so if on thursday, i've forgetten to or not bothered to read monday, tuesday, and wednesday postings - most certainly there will be no monday material. tuesday has a shot at an article or two if the thursday entry is small. wednesday will be there. it's just not much fun to not be able to read old posts.oh it does not feed to iphone.so this blog is free. well how can anybody really complain? i'm an almost daily reader now.apparently this blog is somewhere on amazon, my best efforts to search for it could not find it. the only way i could get to it was to use google with the search term amazon daily. sad that i had to go all the way out there to find this nice blog.i think you can type in this: amazon dot com slash gp slash daily.",Positive
"even though i'm only giving this blog three stars, i'm going to keep subscribing to it.  why?  cause it's free!  and there are enough gems in this blog that i'll keep reading it.this blog is the kindle version of the amazon blog located at http://www.amazon.com/gp/daily, so if you want to see what kind of articles are being posted now, that would be a great place to look.the useful articles i've found on the blog are occassional off-the-wall articles (one on what the heck a red barchetta really is), weekly summaries of book reviews in the main stream media, and a weekly article on graphic novels.  on the other hand, there seems to be a lot of articles about cooking and fashion.  not my taste, but i'm sure that someone else would really go for it.there are many articles posted a day, and 20 available at any time.  right now (january 13), there are articles saved back to january 11, so there's a high article turnover.  you probably need to read the blog at least every other day.what's wrong with the blog (other than the subject)? i have two major concerns.  several articles have been just links to an online video.  as you know, kindles don't display videos.  so those articles are just a waste of space.in addition, there have been several articles which are really just calls for comments.  again, that is a functionality that doesn't work on a kindle.  you can neither leave a comment on a kindle blog, nor can you read someone else's previous comment.  these aren't killer problems, but it does lower the utility of the blog.however, as i said earlier, i get enough pleasure out of the blog to keep subscribing to it.  it's well worth the price.",Positive
i like most of the articles but whish it would open with content listno button to cancel subscription,Positive
"i took advantage of the freeamazon dailyblog right after i received my kindle in 2009. have seen it evolve over that time, and generally speaking it's been for the better... not perfect, but i do like it for it's often-random yet usually informative content.the range of articles is wide, much like thumbing through a magazine or sunday newspaper supplement, with something there for just about anyone. it's not a kindle blog; it's more widely-spaced covering not just books, music and such. some of the more-recent topics were:* jim henson's lost project found in the new year, by alex carr* author spotlight: antoine wilson on ""the interloper"" (from the kindle editors)* nifty tips from the los angeles times food section, by melissa trainer* the original mach 5 from speed racer: mach gogogo, by that car guy* the 69th golden globes - what went down, by the editors* total reader immersion: writing evocative descriptions, by susan j. morrisand then there was the one that really caught my eye: an offer to enter the ""amazon.com books $1000 gift card sweepstakes"" where one could visit the amazon facebook page for a chance to win. this one explained that they would randomly select one lucky winner on or about january 24th, 2012.  as one might guess, this amazon daily reader jumped on that one. had this reader not seen that item on the amazon daily blog, it might have been missed, so it's a good thing to have been a subscriber.but be aware that if you're trying to subscribe via your ipad, iphone, blackberry, computer or such, it won't work. according to amazon, please note that this blog (and most others) is currently available on the following devices:* kindle* kindle touch* kindle keyboard* kindle dx* kindle (2nd generation)* kindle (1st generation)at the time of this posting, it's not yet available on the kindle fire, which i find strange.speaking of kindle books, i also subscribe tofree kindle books plus a few other tipsfrom michael gallagher. this is a paid subscription (under a buck a month) and one that has proven to be an invaluable resource to those who peruse the titles of the free book offerings. and don't let anyone kid you, the freebies here will often surprise you with their quality of content.back to the amazon daily blog: it comments on the cool and catchy, the minor and marvelous, and features the best from the retailer, and it's updated wirelessly throughout the day.  from the weekend meal to the latest in hi-tech toys, this daily blog covers the offerings from amazon.com's colossal catalog of items, books, gadgets, food and more.  it can be quirky and eclectic, and the subjects cover a wide range of topics.  if you're interested only in music, only in kindle offerings, only in films and videos, only in the latest in best-selling books, then there will be quite a lot to plow through. but if your interests are diverse, you'll want to get this one so that you can read it at your leisure.and it costs all of $0.00, a real kindle freebie. try it and see what you think.1/19/2012",Positive
"can't imagine any kindle owner not signing on for this freebie info source.  you get light, fast news items, quickie feature pieces, meaty author interviews, and goofy pictures of lava lamps and trendy adult beverages.  fun stuff all.  even the rhapsodic essays about failed, discontinued automobiles like the gremlin and the pacer (inexplicably, a regular feature) are growing on me.even if you bought your kindle just to read e-books and not get news and features (not me... i like everything the kindle offers), sign up for this free blog generously offered by the amazon powers-that-be.  at the very least, you'll enjoy the many book suggestions ""amazon daily"" will send your way.note: amazon frequently updates the presentation and functionality of kindle blogs and periodicals, so as this review gets older, it may no longer accurately describe the current version of this product.",Positive
"one cent per month? ok. i bit.i'm glad i did. updated several times a day (whenever they feel like blogging) on a wide variety of subjects. the other day an article was about an early 1970s car, and how it influenced later models, etc. we had thoughts on the grammy awards, recipes, new devices, book reviews, on and on.previously, i would turn the whispernet (or whatever it is called) off in the morning after receiving my newspapers. now, i tend to leave it on all day so i can enjoy (or skip, as the case may be) any new amazon blog.why not five stars? due to the presence, in many articles, of links for you to click: if you were on a computer. since the kindle will not follow those links, they are a bit intrusive at times.update: now its free? heck, why not.",Positive
"this is the third time in a month that my amazon daily hasn't been delivered to my kindle. i haven't had an update since july 23, but i've received new material in the form of a new book i ordered and two samples today. yes, of course i had turned my kindle net connection on.what's up? i know the blog has been updated on the website.this kind of thing makes me reluctant to subscribe to other kindle blogs, ones that aren't free. this was an experiment and so far, i'm discouraged.update: the blog is started with a free trial, and at the end of the free trial, updates stop. since it is a free blog, one would think that it would just continue to be delivered, or at least that there would be a notice to sign up for future copies. but no. however, i tried an experiment and signed up again for the blog and it's delivered every day [almost] now.",Positive
"i should have know by the cover it was a bit out of my taste for books.  it started out good, but i got bored before i finished.mary",Positive
a good story with unexpected twists that really made it a pleasure to read. very satisfied with this book. the ending was great.,Positive
"the premise is tried and true, with a totally different twist.  twin stories are usually predictable, you get what you expect.  stealing sophie every page is a venture into another possibility.  the writer knows how to grasp the reader and not dissapoint.  i look forward to reading more of this author's work.",Positive
"this was a good highland series book, i enjoyed it very much and you will also,just a fun read.",Positive
whoever wrote the synopsis of the story did not read it.  she wasn't trying to drive him away with sweetness.  she really was sweet.  though apparently not to sweet to casually give away her virginity.  but give her credit she is smart enough not to mention it to him and get away with it.  no real point to telling him.  i know some readers felt that she should have remained a virgin because of the time period.  but unfortunately girls have been talked out of it by the wrong guy throughout history.  nothing new on that front.  anyway still a pretty good story.,Positive
i really enjoyed this scottish historical romance. i think it's one of the first i've read that was set in the mid nineteenth century where the characters weren't leaving the country. i look forward to reading more from this author and would definitely recommend it to others.,Positive
"i have noticed many romance titles featured in scotland.  was it the skirts on the men?  bagpipes?  haggis (no, no, no) this is the story that will transport you to another world with people who feel as we do.  i don't like to repeat the story but i will tell you that i had such a sense of satisfaction and happiness after reading this skillfully written tale.  high recommended.",Positive
a war of might deciding what is right.  another fast moving western from vaughan which will hold your interest from the first page.  buy this one now.,Positive
vaughan has written a great story about sheep and cattle on open range and the problems that comes with gready cow ranchers not wanting sheep on the range. the series of hawke is a great  read.,Positive
"this is a very good book, i was glad that i bought it, it keeps you interested all the way thru the book, you have a hard time putting it down, if you enjoy reading westerns, then i know you will like this book, this author has another one called vendetta trail, i plan on reading this next.",Positive
mr. vaughan is always a good read. this story was tight and while the plot may have been a good old standard it was well done. the last showdown was just a little too fast...these were rough well tested men...they went down like ducks at a fair...hard to believe... and who could not have guessed that someone would blast the bad guy while trying to kill our hero the only thing missing is the riding into the sunset...,Negative
i really enjoy the character &#34;hawke&#34; created by this author. who expects a the piano player in the bar to be a gunfighter fast as lightning! this series is enjoyable to say the least. vaughan writes good stories.,Positive
i have to admit a western about a pianist/gunfighter did not interest me very much. i had not read this author before. i would highly recommend it. it was a very good read. enjoy!,Positive
"i just couldn't get into this one very much. the protagonist was too far out. wondering what she would have done if she'd had to get into a fist fight....but of course, guns were always the answer.",Positive
have read all of the hawke series and just wish there were more of them... hopefully mr. vaughan will write more of them...,Positive
"enjoyed reading this book,  robert vaughan is on my list as a must read author.  lots of action and was well written",Positive
thank god this was free because it was so terrible. 1. heroine meets hero 10 seconds later they are declaring they have feelings for each other and they have sex (she of course a virgin) 2. they then decide to go back to his dragon lair after the heroines mother who is perfectly ok with it because what mother wouldn't be perfectly okay with it? 3. then when they get to the lair there is this weird rule where she has to marry two men and that man falls in love the next day with her (mom is okay with this too bc mama dragon told her it was the way things were)and they have some boring m/f/m sex..this is all intertwined with the dragons of course and that is also rather boring. all in all hated it.,Negative
a good story line. i like the dragonriders theme to it. it is definatly an erotic book that has some pretty kinky stuff. i'm thinking about checking out other books in the series.,Positive
a lot of bianca d'arc since i found the first paperback in a book exchange store. it was lords of the were. after that i was hooked on her books. i have read this whole series and liked each one equally. i love knowing the characters from the former books as i read about the lives of what were the supporting characters in a previous book. would highly recommend reading this series.,Positive
"a strange world full of strange creatures, knights, and beautiful maidens.  the magical aspect of healing was a nice touch.",Positive
"the dragon healer came as amazon recommended.  it is a novella prequel to the dragon knights series.  a world where knights ride dragons and not slay them.  the setting is midieval and the sex is hot.  the story was intresting and entertaining enough that i picked up book 1 maiden flight which intrduces 2 new knights and dragons from the same lair, again the sex is hot, but there is a nice progression of the story line.  you can read one or the other first.",Positive
